Gene	FDR
CLC.1178	0.000166992026720229
CLDN10.9071	1.49559125453619e-33
CLDN11.5010	1.41634407343366e-66
CLDN12.9069	4.84911771048457e-24
CLDN14.23562	1.38386665050978e-16
CLDN15.24146	1.50979125779915e-60
CLDN16.10686	1.94752336945079e-55
CLDN17.26285	0.0267911509627904
CLDN18.51208	3.15564705392421e-10
CLDN19.149461	4.43651790980545e-51
CLDN1.9076	6.16992659506461e-36
CLDN20.49861	3.46763985688079e-07
CLDN22.53842	3.19632800028784e-05
CLDN23.137075	2.79145451593812e-32
CLDN25.644672	1.77130460037171e-34
CLDN2.9075	5.44213427693118e-14
CLDN3.1365	2.33365987401592e-14
CLDN4.1364	5.24469970418797e-19
CLDN5.7122	1.11748724008427e-80
CLDN6.9074	7.70742390071454e-33
CLDN7.1366	3.07449219679609e-11
CLDN8.9073	2.9084124003747e-29
CLDN9.9080	8.3198785724502e-19
CLDND1.56650	2.88296477588846e-16
CLDND2.125875	1.01317409651171e-21
CLEC10A.10462	5.56810777870906e-51
CLEC11A.6320	1.8043880160634e-47
CLEC12A.160364	4.5461542344019e-17
CLEC12B.387837	9.1893086746038e-15
CLEC14A.161198	4.23109170276927e-75
CLEC16A.23274	9.80469780117438e-10
CLEC17A.388512	6.27752871005838e-31
CLEC18A.348174	6.30479012953507e-16
CLEC18B.497190	2.57857573252617e-10
CLEC18C.283971	0.0131194191852733
CLEC1A.51267	1.42732892879542e-69
CLEC1B.51266	0.0117666415972227
CLEC2A.387836	0.378693699698407
CLEC2B.9976	3.35876776298652e-44
CLEC2D.29121	2.1198673569149e-11
CLEC2L.154790	1.32329465145264e-37
CLEC3A.10143	1.15892212322716e-18
CLEC3B.7123	3.20487087341505e-62
CLEC4A.50856	1.61765077539487e-30
CLEC4C.170482	1.66046874037689e-19
CLEC4D.338339	4.59340336118058e-36
CLEC4E.26253	3.1107751510136e-35
CLEC4F.165530	1.60565518947432e-41
CLEC4GP1.440508	2.49467520313495e-22
CLEC4G.339390	1.14196351001183e-35
CLEC4M.10332	0.0664277863755257
CLEC5A.23601	2.78758135013206e-09
CLEC6A.93978	1.00473157883698e-28
CLEC7A.64581	1.39851614931022e-47
CLEC9A.283420	9.70404143457481e-50
CLECL1.160365	5.68326440914825e-20
CLGN.1047	3.08701178616706e-48
CLIC1.1192	4.46835350715527e-16
CLIC2.1193	1.81387771543574e-59
CLIC3.9022	5.97552264037388e-16
CLIC4.25932	1.18142719168992e-50
CLIC5.53405	4.7056599295772e-45
CLIC6.54102	2.70885434249608e-37
CLINT1.9685	9.68724672470962e-17
CLIP1.6249	2.34354775601337e-19
CLIP2.7461	2.3828119295783e-49
CLIP3.25999	4.3076466989446e-32
CLIP4.79745	2.9082881056611e-59
CLK1.1195	1.95668304126545e-26
CLK2P.1197	3.15260525198161e-11
CLK2.1196	6.70946289643663e-24
CLK3.1198	2.74615179677185e-26
CLK4.57396	6.79101148840365e-34
CLLU1OS.574016	5.32393320124118e-37
CLLU1.574028	2.5927282622339e-27
CLMN.79789	6.3644408526606e-05
CLN3.1201	1.31499828736637e-33
CLN5.1203	1.76515158368208e-20
CLN6.54982	7.90336336226932e-24
CLN8.2055	1.39845472531739e-12
CLNK.116449	4.34388390075864e-16
CLNS1A.1207	5.14032511877022e-10
CLOCK.9575	4.45440888369922e-33
CLP1.10978	1.90385638634527e-28
CLPB.81570	7.04876344225102e-28
CLPP.8192	8.25698662663547e-28
CLPS.1208	8.71563343940699e-07
CLPTM1L.81037	2.9840640056047e-22
CLPTM1.1209	2.38404224822776e-16
CLPX.10845	6.85885284952828e-20
CLRN1OS.116933	5.95146711160711e-11
CLRN1.7401	5.42888976938279e-10
CLRN2.645104	0.102484514038885
CLRN3.119467	1.7543290152164e-17
CLSPN.63967	4.42878948218634e-60
CLSTN1.22883	0.000108870740512852
CLSTN2.64084	4.73321007428151e-87
CLSTN3.9746	7.12648080862236e-09
CLTA.1211	1.78049574489369e-32
CLTB.1212	4.38214978958921e-29
CLTCL1.8218	1.93833781516211e-16
CLTC.1213	1.20616755782676e-55
CLUAP1.23059	8.28912016051078e-16
CLUL1.27098	0.000182462682163343
CLU.1191	2.21698993312157e-07
CLVS1.157807	0.000741373169779316
CLVS2.134829	0.000693327203463908
CLYBL.171425	1.94659346890064e-18
CMA1.1215	1.74146815399488e-49
CMAH.8418	2.16229886399045e-34
CMAS.55907	6.80880891014034e-45
CMBL.134147	7.43102944959684e-93
CMC1.152100	5.97801392161977e-18
CMIP.80790	6.27253817098272e-09
CMKLR1.1240	3.86734381525746e-24
CMPK1.51727	5.04986937139585e-36
CMPK2.129607	1.0773581510158e-12
CMTM1.113540	1.23852408753637e-21
CMTM2.146225	3.05313606383883e-21
CMTM3.123920	1.17334726415571e-41
CMTM4.146223	2.98401923206843e-11
CMTM5.116173	5.41503943075783e-48
CMTM6.54918	4.90144490689547e-11
CMTM7.112616	1.69149267788329e-89
CMTM8.152189	7.03727263616974e-07
CMYA5.202333	4.06459452861765e-62
CN5H6.4.150384	8.2730555347823e-12
CNBD1.168975	0.948555373504654
CNBP.7555	8.70629724846973e-15
CNDP1.84735	3.19869925983315e-05
CNDP2.55748	0.0101795568969185
CNFN.84518	1.79778300695018e-08
CNGA1.1259	1.11351679877536e-63
CNGA2.1260	1.30618747479874e-05
CNGA3.1261	1.40839809480251e-42
CNGA4.1262	0.000461549666334827
CNGB1.1258	4.58432416459423e-63
CNGB3.54714	7.26721942175992e-05
CNIH2.254263	5.00599870885655e-26
CNIH3.149111	4.32240654701617e-41
CNIH4.29097	5.55276420486056e-23
CNIH.10175	4.05065028285022e-28
CNKSR1.10256	5.72118780171716e-12
CNKSR2.22866	1.00561389713044e-65
CNKSR3.154043	1.39265562569334e-51
CNN1.1264	1.13887235055714e-60
CNN2.1265	8.8030403597239e-55
CNN3.1266	1.10326655570514e-30
CNNM1.26507	6.06233423650543e-42
CNNM2.54805	0.0067587759383855
CNNM3.26505	1.34182433939069e-35
CNNM4.26504	2.66419130873987e-32
CNOT10.25904	1.07208329343773e-17
CNOT1.23019	9.69428613652511e-39
CNOT2.4848	1.72952390597934e-27
CNOT3.4849	8.08815847340889e-21
CNOT4.4850	4.65327210450947e-13
CNOT6L.246175	9.94002366488838e-33
CNOT6.57472	2.56219874617128e-24
CNOT7.29883	6.75354802654813e-07
CNOT8.9337	6.24997016978013e-25
CNO.55330	7.30543439564478e-23
CNPY1.285888	0.309005758545225
CNPY2.10330	4.87208887423516e-15
CNPY3.10695	1.307521522774e-23
CNPY4.245812	4.33470755959358e-13
CNP.1267	1.65440436055458e-13
CNR1.1268	4.63331164621762e-23
CNR2.1269	2.8914468189621e-22
CNRIP1.25927	1.57738921991587e-82
CNST.163882	1.44091931837975e-39
CNTD1.124817	2.58308942409128e-66
CNTD2.79935	5.33829095503192e-20
CNTFR.1271	1.26200146765885e-12
CNTF.1270	6.40900682285186e-14
CNTLN.54875	2.68978099904471e-11
CNTN1.1272	6.0705257829779e-38
CNTN2.6900	1.19996250695427e-08
CNTN3.5067	3.30380807447936e-17
CNTN4.152330	4.75932671586806e-24
CNTN5.53942	1.29120670975376e-10
CNTN6.27255	2.54453174639691e-26
CNTNAP1.8506	3.62992946852284e-25
CNTNAP2.26047	4.27092030737838e-28
CNTNAP3.79937	8.85759191475753e-82
CNTNAP4.85445	9.59615071502195e-12
CNTNAP5.129684	0.168844153483739
CNTROB.116840	1.73532065920261e-16
COASY.80347	8.82589408195578e-42
COBLL1.22837	1.09221659407865e-18
COBL.23242	0.252442671642319
COBRA1.25920	8.23599856283222e-20
COCH.1690	3.99488412513022e-29
COG1.9382	9.71710264844567e-30
COG2.22796	1.00537337785462e-52
COG3.83548	2.842672033619e-21
COG4.25839	4.44497015741011e-18
COG5.10466	2.10445903840631e-12
COG6.57511	2.62657416491143e-18
COG7.91949	7.07408462011936e-54
COG8.84342	9.47403629688469e-06
COIL.8161	1.17450100539018e-26
COL10A1.1300	1.00588788521342e-29
COL11A1.1301	2.21003918678963e-13
COL11A2.1302	3.28057110853304e-78
COL12A1.1303	3.66908767055223e-25
COL13A1.1305	1.3879218701869e-18
COL14A1.7373	7.90251481147084e-92
COL15A1.1306	2.86213155395975e-44
COL16A1.1307	3.30205244253211e-66
COL17A1.1308	2.40014168689313e-54
COL18A1.80781	1.02532273887696e-40
COL19A1.1310	3.92351930963589e-36
COL1A1.1277	7.92817381031911e-38
COL1A2.1278	2.59804104723531e-38
COL20A1.57642	0.00125834832170495
COL21A1.81578	4.04753967015517e-14
COL22A1.169044	6.01051216160145e-25
COL23A1.91522	6.58323321277476e-59
COL24A1.255631	5.76038432304411e-15
COL25A1.84570	9.06883288077858e-33
COL27A1.85301	5.70612721814489e-45
COL28A1.340267	0.000192448688659261
COL29A1.256076	9.00531264495364e-21
COL2A1.1280	0.00835095029514085
COL3A1.1281	1.17097339321129e-41
COL4A1.1282	1.23653548853084e-07
COL4A2.1284	1.76757869762991e-17
COL4A3BP.10087	1.14307923145319e-70
COL4A3.1285	5.85010597442946e-58
COL4A4.1286	1.66897149410554e-54
COL4A5.1287	4.91140188128978e-35
COL4A6.1288	1.84461815188605e-47
COL5A1.1289	5.3709885869398e-29
COL5A2.1290	1.91946376720565e-34
COL5A3.50509	1.37504138037679e-14
COL6A1.1291	2.20523174572316e-36
COL6A2.1292	1.88011532965777e-39
COL6A3.1293	4.9306741045775e-46
COL6A4P2.646300	1.63643005636709e-19
COL6A6.131873	3.83590323373062e-36
COL7A1.1294	3.20137681726516e-23
COL8A1.1295	4.18923065250559e-24
COL8A2.1296	5.87744291700827e-41
COL9A1.1297	5.44286983886991e-25
COL9A2.1298	1.14713727384018e-14
COL9A3.1299	1.36612053614892e-57
COLEC10.10584	2.04421204720358e-05
COLEC11.78989	2.99425237279597e-40
COLEC12.81035	6.70923621389514e-30
COLQ.8292	4.85977883685989e-28
COMMD10.51397	1.20512344896438e-66
COMMD1.150684	1.34875364457462e-09
COMMD2.51122	6.46522794208993e-58
COMMD3.23412	1.36046235643708e-17
COMMD4.54939	1.42836687088208e-25
COMMD5.28991	1.15438585789313e-15
COMMD6.170622	1.02022006108739e-21
COMMD7.149951	2.99843048046443e-10
COMMD8.54951	0.714197290393793
COMMD9.29099	0.00832963773820607
COMP.1311	4.69364988563694e-26
COMTD1.118881	1.08452266016005e-28
COMT.1312	5.30908669933815e-16
COPA.1314	5.94435515865774e-27
COPB1.1315	8.8813162496789e-32
COPB2.9276	8.72915541072737e-24
COPE.11316	1.12766926332129e-23
COPG2.26958	5.1417054500515e-05
COPG.22820	1.97686584818136e-26
COPS2.9318	3.85278794408367e-17
COPS3.8533	6.45789055530436e-31
COPS4.51138	6.19054510225572e-33
COPS5.10987	1.5462681032275e-25
COPS6.10980	7.03995440611632e-17
COPS7A.50813	1.1569663014651e-11
COPS7B.64708	3.23623430221578e-41
COPS8.10920	1.87806831999381e-19
COPZ1.22818	5.2034506847313e-57
COPZ2.51226	7.8906393495204e-38
COQ10A.93058	1.35604049838818e-12
COQ10B.80219	4.37657481847462e-18
COQ2.27235	9.93145109996948e-28
COQ3.51805	1.36395668957807e-37
COQ4.51117	9.65912369880412e-57
COQ5.84274	2.26128398422402e-56
COQ6.51004	3.13208242774094e-53
COQ7.10229	1.11754141559113e-75
COQ9.57017	2.39097389728765e-27
CORIN.10699	3.48698627667003e-22
CORO1A.11151	6.03810447269813e-42
CORO1B.57175	3.00951632527379e-24
CORO1C.23603	1.41512240163665e-63
CORO2A.7464	2.24774542568304e-45
CORO2B.10391	3.96956543186799e-74
CORO6.84940	8.06493276770059e-34
CORO7.79585	2.91656511828285e-14
CORT.1325	2.4111846517611e-13
COTL1.23406	3.0305288801728e-75
COX10.1352	1.6378683021731e-19
COX11.1353	4.13905403915232e-14
COX15.1355	4.70964821859249e-40
COX16.51241	1.45516055092184e-24
COX17.10063	3.10239116762184e-30
COX18.285521	1.33109983461059e-13
COX19.90639	3.49749001162854e-27
COX4I1.1327	1.45028863909671e-29
COX4I2.84701	3.19401166910721e-46
COX4NB.10328	4.58998695306389e-57
COX5A.9377	2.58483856078521e-32
COX5B.1329	3.83603532445082e-25
COX6A1.1337	3.56088832725516e-31
COX6A2.1339	0.00390162307658457
COX6B1.1340	3.95315507022437e-19
COX6B2.125965	4.05862726646958e-36
COX6C.1345	2.79978732117507e-56
COX7A1.1346	3.73316184535834e-59
COX7A2L.9167	8.79359340556222e-13
COX7A2.1347	1.72740411049887e-21
COX7B2.170712	8.54556308872855e-05
COX7B.1349	2.28028968902565e-20
COX7C.1350	5.6614124934865e-25
COX8A.1351	6.5489089201902e-20
COX8C.341947	1.30663599158604e-16
CP110.9738	1.13683001274239e-22
CPA1.1357	1.09047584398052e-44
CPA2.1358	2.10514220672488e-41
CPA3.1359	1.29062184582606e-71
CPA4.51200	8.89634427989496e-54
CPA5.93979	2.53945914049519e-13
CPA6.57094	1.14336987887151e-32
CPAMD8.27151	4.71394453370503e-33
CPB1.1360	8.60470840288075e-48
CPB2.1361	0.160993679971517
CPD.1362	1.95635824462562e-42
CPEB1.64506	1.23915822314227e-31
CPEB2.132864	5.62204824558649e-71
CPEB3.22849	1.77573135169939e-51
CPEB4.80315	9.28957802013357e-49
CPE.1363	1.53290772263489e-38
CPLX1.10815	4.42494298701112e-78
CPLX2.10814	8.6096854004367e-20
CPLX3.594855	1.40338934925413e-20
CPLX4.339302	0.00044733843336354
CPM.1368	1.55169378079521e-15
CPN1.1369	0.0783529313887133
CPN2.1370	3.45017906360491e-17
CPNE1.8904	8.18285992257222e-12
CPNE2.221184	2.023398018729e-64
CPNE3.8895	7.17946502187264e-41
CPNE4.131034	0.248329949946228
CPNE5.57699	1.24384105625999e-45
CPNE6.9362	1.92975322406693e-06
CPNE7.27132	1.75927616714854e-11
CPNE8.144402	1.06709743733952e-74
CPNE9.151835	0.262628942478976
CPOX.1371	7.15156164644263e-22
CPO.130749	2.0860528458503e-28
CPPED1.55313	1.41637911828935e-05
CPS1.1373	5.43521464110416e-24
CPSF1.29894	8.55193359966341e-24
CPSF2.53981	1.84487241407896e-32
CPSF3L.54973	2.92404964081143e-21
CPSF3.51692	8.92527626033944e-53
CPSF4L.642843	8.39697713686757e-18
CPSF4.10898	3.67817832014716e-46
CPSF6.11052	4.49879064076019e-18
CPSF7.79869	2.85940112555385e-05
CPT1A.1374	4.53857703775964e-31
CPT1B.1375	4.44885405411127e-28
CPT1C.126129	7.93564878989658e-23
CPT2.1376	1.00672692068067e-07
CPVL.54504	3.18603078429912e-35
CPXCR1.53336	0.00317989655778259
CPXM1.56265	7.58730666097316e-61
CPXM2.119587	3.50580542760339e-45
CPZ.8532	3.49773049865016e-58
CP.1356	6.65259131441213e-33
CR1L.1379	6.13030479606454e-27
CR1.1378	8.40854127159333e-35
CR2.1380	1.1553032631827e-41
CRABP1.1381	1.09439039432266e-48
CRABP2.1382	2.63908940513487e-14
CRADD.8738	6.64305083593851e-24
CRAMP1L.57585	6.27829173819981e-10
CRAT.1384	4.64790757512191e-50
CRB1.23418	0.000178199178699613
CRB2.286204	1.3736678118457e-39
CRB3.92359	1.70768247520736e-32
CRBN.51185	2.38207784534282e-21
CRCP.27297	5.17370911651288e-12
CRCT1.54544	4.85033018006279e-05
CREB1.1385	4.36556103192647e-29
CREB3L1.90993	8.83110021552658e-46
CREB3L2.64764	4.21697366527692e-56
CREB3L3.84699	4.80739991553052e-09
CREB3L4.148327	2.61558913765034e-67
CREB3.10488	1.81603675439765e-12
CREB5.9586	2.74990215607575e-57
CREBBP.1387	4.50607160285206e-19
CREBL2.1389	1.26070999492331e-47
CREBZF.58487	5.94664803658091e-09
CREG1.8804	2.63938660638787e-11
CREG2.200407	0.00743271900139846
CRELD1.78987	4.54585327701885e-20
CRELD2.79174	1.6603931973678e-23
CREM.1390	9.73811360426332e-17
CRHBP.1393	1.27819997167163e-52
CRHR1.1394	3.03373305940864e-60
CRHR2.1395	5.17464080593436e-15
CRH.1392	0.893997858765312
CRIM1.51232	7.59058549265025e-39
CRIP1.1396	3.00379080210833e-68
CRIP2.1397	7.63368127516115e-36
CRIP3.401262	4.19584467929582e-25
CRIPAK.285464	3.48890568949474e-48
CRIPT.9419	2.84333642988337e-25
CRISP1.167	3.81874933435901e-06
CRISP2.7180	2.38231957021837e-17
CRISP3.10321	2.66622233562226e-10
CRISPLD1.83690	5.96442230166425e-35
CRISPLD2.83716	1.76052197773259e-61
CRKL.1399	7.35003616162635e-13
CRK.1398	4.10102997115977e-18
CRLF1.9244	4.22137516404541e-27
CRLF2.64109	8.79177733371231e-13
CRLF3.51379	6.40930230384835e-22
CRLS1.54675	7.52595491704076e-08
CRMP1.1400	3.04714482705781e-12
CRNKL1.51340	1.27292081657825e-69
CRNN.49860	0.00417604122336229
CROCCL1.84809	1.62917151833337e-34
CROCCL2.114819	3.45325332590943e-26
CROCC.9696	7.94804894813461e-44
CROT.54677	4.97476485528841e-72
CRP.1401	1.12545579076919e-13
CRTAC1.55118	1.64797455751791e-33
CRTAM.56253	5.64129100620529e-30
CRTAP.10491	2.35270228758977e-49
CRTC1.23373	1.02662375445188e-39
CRTC2.200186	1.35922633199149e-40
CRTC3.64784	5.46826270922276e-22
CRX.1406	0.000678753949722053
CRY1.1407	1.13126957077161e-07
CRY2.1408	5.53488935898486e-82
CRYAA.1409	1.36074897403881e-14
CRYAB.1410	2.66034705680481e-95
CRYBA1.1411	0.105772033313731
CRYBA2.1412	1.36905655912853e-10
CRYBA4.1413	1.41643405199022e-11
CRYBB1.1414	4.37826533832888e-19
CRYBB2.1415	7.26413354617349e-16
CRYBB3.1417	1.14744141382332e-21
CRYBG3.131544	7.16338974549741e-53
CRYGA.1418	0.0982616576835758
CRYGB.1419	0.0911447757910221
CRYGC.1420	0.00378278074519667
CRYGD.1421	0.0496322845200809
CRYGN.155051	7.46079923313511e-23
CRYGS.1427	8.56842041954712e-21
CRYL1.51084	9.88434908689232e-30
CRYM.1428	2.6391211811765e-22
CRYZL1.9946	5.25406683583055e-18
CRYZ.1429	2.29858256605464e-07
CSAD.51380	1.03457529255168e-63
CSAG1.158511	5.53858701972139e-17
CSAG2.728461	1.47555258681874e-19
CSAG3.389903	1.32010162659307e-16
CSDAP1.440359	4.55413085554769e-75
CSDA.8531	1.38270163280431e-90
CSDC2.27254	1.45568216266949e-63
CSDE1.7812	5.61771110259732e-24
CSE1L.1434	6.7388934370116e-65
CSF1R.1436	1.13163967002942e-32
CSF1.1435	1.28533831676788e-31
CSF2RA.1438	1.23683453089159e-39
CSF2RB.1439	1.0807502868102e-52
CSF2.1437	1.18567108020211e-28
CSF3R.1441	1.79499098971825e-22
CSF3.1440	3.25394478914314e-22
CSGALNACT1.55790	1.15151247588661e-57
CSGALNACT2.55454	1.33168673493935e-23
CSH1.1442	0.0204575772069427
CSH2.1443	6.14839057109483e-17
CSHL1.1444	0.159325773490235
CSK.1445	1.67718915200992e-45
CSMD1.64478	3.32808585157529e-17
CSMD2.114784	2.09831375835877e-09
CSMD3.114788	5.22370280318889e-07
CSN1S1.1446	8.80810234137137e-12
CSN1S2A.286828	0.130004879904165
CSN2.1447	4.29751121177982e-16
CSN3.1448	4.12546384275335e-38
CSNK1A1L.122011	6.72890023417218e-12
CSNK1A1P.161635	0.656107144517756
CSNK1A1.1452	1.86932425763556e-60
CSNK1D.1453	9.37968781026504e-18
CSNK1E.1454	1.28602023551385e-17
CSNK1G1.53944	6.23487465053785e-42
CSNK1G2.1455	6.1997422591236e-38
CSNK1G3.1456	1.11564765574945e-60
CSNK2A1P.283106	2.07919541844604e-25
CSNK2A1.1457	6.04891382509185e-25
CSNK2A2.1459	4.31148734362301e-55
CSNK2B.1460	5.56096540809985e-36
CSPG4PY2.84664	0.409366788023134
CSPG4.1464	5.44097605943616e-13
CSPG5.10675	2.82331085764303e-06
CSPP1.79848	3.4875441874643e-07
CSRNP1.64651	1.22235208139836e-50
CSRNP2.81566	2.63682391114145e-26
CSRNP3.80034	9.17477126526689e-28
CSRP1.1465	1.45101872321277e-23
CSRP2BP.57325	1.13866942675552e-27
CSRP2.1466	2.634644498355e-87
CSRP3.8048	0.657423961417316
CST11.140880	4.07095771646175e-13
CST1.1469	4.98471498001311e-12
CST2.1470	2.43760755881826e-52
CST3.1471	5.40097509434728e-48
CST4.1472	4.73267541228954e-41
CST5.1473	6.06668399696654e-51
CST6.1474	1.03238218903737e-05
CST7.8530	1.37981063456931e-38
CST8.10047	0.373381423117619
CST9L.128821	6.90201910839392e-41
CST9.128822	4.77632262675358e-71
CSTA.1475	9.79556373200245e-30
CSTB.1476	2.98520872056141e-60
CSTF1.1477	1.95161934352981e-27
CSTF2T.23283	2.11370850359052e-20
CSTF2.1478	2.91987427215529e-20
CSTF3.1479	2.13503098769167e-36
CSTL1.128817	6.01711752920579e-11
CSTT.164380	0.000217731950526301
CS.1431	1.39936398465216e-25
CT45A1.541466	0.00019734789557538
CT45A2.728911	1.45750350347809e-06
CT45A3.441519	0.000655432645406367
CT45A4.441520	1.66308828500827e-05
CT45A5.441521	1.19743761194107e-06
CT45A6.541465	3.04747526836246e-05
CT47A11.255313	0.658178155142459
CT47A1.728096	0.449397282304334
CT47A2.728090	0.565034386394855
CT47A6.728062	0.546699732080539
CT47A7.653282	0.546699732080539
CT47B1.643311	0.322734616001645
CT62.196993	6.21387456285154e-102
CTAG1B.1485	2.63113640146912e-10
CTAG2.30848	0.000860919955921418
CTAGE1.64693	3.22005929850619e-08
CTAGE4.100128553	0.00101952537002328
CTAGE5.4253	7.49232686230027e-34
CTAGE6.340307	0.000413321884060981
CTAGE9.643854	0.00091145548040378
CTBP1.1487	3.1737045438755e-28
CTBP2.1488	6.61518292523128e-08
CTBS.1486	2.17404415298564e-20
CTCFL.140690	2.13390007919554e-22
CTCF.10664	6.33842770567249e-28
CTDP1.9150	5.41426194275253e-26
CTDSP1.58190	9.8371545546746e-73
CTDSP2.10106	8.34073492819516e-30
CTDSPL2.51496	4.87334909377536e-20
CTDSPL.10217	1.43270205978948e-27
CTF1.1489	9.45539321388156e-11
CTGF.1490	5.99254567962136e-52
CTHRC1.115908	8.51936897717971e-14
CTH.1491	6.74717818824441e-05
CTLA4.1493	3.15289973219834e-32
CTNNA1.1495	1.75879911500235e-38
CTNNA2.1496	0.00487508589071386
CTNNA3.29119	0.0465674518461284
CTNNAL1.8727	1.24034207511536e-06
CTNNB1.1499	4.26249064759758e-22
CTNNBIP1.56998	8.83286062934512e-27
CTNNBL1.56259	1.6683552092173e-06
CTNND1.1500	9.67339733751795e-19
CTNND2.1501	2.1463611690322e-24
CTNS.1497	1.09691140935404e-05
CTPS2.56474	2.89656199737863e-19
CTPS.1503	5.05494052046643e-90
CTR9.9646	6.08229565907557e-54
CTRB1.1504	0.488540153851109
CTRB2.440387	4.73020848792343e-05
CTRC.11330	4.24228367187232e-13
CTRL.1506	5.81068946760062e-54
CTSA.5476	4.12052963683278e-05
CTSB.1508	7.37350183859341e-12
CTSC.1075	1.0824734773156e-48
CTSD.1509	3.67878234220592e-07
CTSE.1510	0.000705686392923606
CTSF.8722	2.62772343320592e-29
CTSG.1511	1.24991798069961e-66
CTSH.1512	9.97387345700459e-17
CTSK.1513	1.85452990022944e-44
CTSL1.1514	2.01094350954574e-12
CTSL2.1515	1.22669954865844e-70
CTSL3.392360	0.00528089528702304
CTSO.1519	5.85438344148563e-56
CTSS.1520	1.42033862420203e-25
CTSW.1521	5.16540024209255e-31
CTSZ.1522	1.86710958998172e-13
CTTNBP2NL.55917	2.37154589632242e-60
CTTNBP2.83992	3.14089416036547e-55
CTTN.2017	5.85612773292453e-05
CTU1.90353	2.35462208979176e-40
CTU2.348180	3.92553294065316e-51
CTXN1.404217	2.05700082268288e-15
CTXN2.399697	1.09147315194943e-11
CTXN3.613212	1.06234656789332e-16
CUBN.8029	7.1153148973558e-61
CUEDC1.404093	6.29561185609198e-27
CUEDC2.79004	1.94127866065265e-18
CUL1.8454	2.75663429889984e-26
CUL2.8453	1.01240385712163e-46
CUL3.8452	7.08737994501142e-41
CUL4A.8451	5.16165618001504e-06
CUL4B.8450	1.99409685392905e-21
CUL5.8065	5.41540929478011e-15
CUL7.9820	0.00188168240451158
CUL9.23113	1.22393708446253e-15
CUTA.51596	2.44717821896579e-26
CUTC.51076	8.00173837667525e-17
CUX1.1523	6.40949892868603e-17
CUX2.23316	4.92336465927134e-14
CUZD1.50624	2.48139625465196e-22
CWC15.51503	6.24404273351565e-21
CWC22.57703	2.21422893205521e-34
CWC25.54883	0.000461247373783524
CWC27.10283	1.49076118849894e-09
CWF19L1.55280	0.0990752328570885
CWF19L2.143884	4.22234784757833e-14
CWH43.80157	5.01811012552297e-27
CX3CL1.6376	5.54465736422226e-95
CX3CR1.1524	1.06267165252796e-50
CXADRP2.646243	0.000436511295240976
CXADRP3.440224	1.71620770253604e-44
CXADR.1525	3.13051797547962e-36
CXCL10.3627	2.31188406733608e-27
CXCL11.6373	2.22083598959449e-19
CXCL12.6387	1.04491230061638e-74
CXCL13.10563	3.31788103363455e-19
CXCL14.9547	6.41603944203892e-44
CXCL16.58191	6.85547720391205e-60
CXCL17.284340	1.07727529261047e-05
CXCL1.2919	7.21546463121494e-82
CXCL2.2920	7.09663973530136e-75
CXCL3.2921	4.22144664028377e-75
CXCL5.6374	1.6284597472633e-83
CXCL6.6372	4.48717756476556e-51
CXCL9.4283	4.36723470112736e-17
CXCR1.3577	1.29792137372901e-13
CXCR2P1.3580	4.05160651747139e-10
CXCR2.3579	4.93328855970088e-26
CXCR3.2833	7.88977647717108e-30
CXCR4.7852	1.42021017152954e-35
CXCR5.643	4.4457580249342e-31
CXCR6.10663	3.94732995302893e-34
CXCR7.57007	3.67586318640401e-22
CXXC1.30827	8.37598446842959e-35
CXXC4.80319	1.69085386962268e-27
CXXC5.51523	7.60603028902117e-89
CXorf1.9142	0.00140234610835179
CXorf21.80231	4.33781752222797e-21
CXorf22.170063	0.000124328238441511
CXorf23.256643	7.15809275421366e-32
CXorf26.51260	5.30806817157409e-10
CXorf27.25763	3.41504930679224e-11
CXorf30.645090	0.00868765826251351
CXorf36.79742	1.48153497885592e-73
CXorf38.159013	5.43878503902592e-12
CXorf40A.91966	6.31093519531452e-51
CXorf40B.541578	5.45020921171479e-18
CXorf41.139212	1.07845553469737e-10
CXorf42.158801	2.19089871283348e-07
CXorf48.54967	0.000466621851567342
CXorf49B.100132994	1.87014353251669e-76
CXorf50B.653687	3.84441158924532e-06
CXorf51.100129239	7.59926865187954e-16
CXorf56.63932	3.74928008308603e-16
CXorf57.55086	4.51802999995141e-14
CXorf58.254158	0.0361170383177198
CXorf59.286464	0.000618516048296981
CXorf61.203413	7.50907127634853e-107
CXorf64.100130613	0.000561175462797463
CXorf65.158830	7.25700399709859e-21
CXorf66.347487	0.582992976268064
CYB561D1.284613	5.65588753751351e-08
CYB561D2.11068	9.91523388069627e-59
CYB561.1534	4.56323795511589e-45
CYB5A.1528	6.53223964309081e-57
CYB5B.80777	3.92613463928446e-14
CYB5D1.124637	1.72126931978544e-53
CYB5D2.124936	2.92484026547071e-66
CYB5R1.51706	1.5979545114312e-66
CYB5R2.51700	7.43749734770638e-47
CYB5R3.1727	9.29173050423732e-32
CYB5R4.51167	6.21331874636056e-08
CYB5RL.606495	5.89109320440826e-13
CYBASC3.220002	2.43116462786973e-13
CYBA.1535	9.48753008703773e-40
CYBB.1536	1.18670793250083e-18
CYBRD1.79901	7.86707262091838e-70
CYC1.1537	4.55126307261049e-33
CYCSP52.360155	0.130157559926768
CYCS.54205	7.45231499454554e-41
CYFIP1.23191	1.74797039382513e-08
CYFIP2.26999	4.89404210494237e-13
CYGB.114757	1.75105731043399e-65
CYHR1.50626	2.37313284716951e-21
